chromosome,genomic_accession,start,end,strand,class,locus_tag,,name,GeneID
chr1,NC_000001.11,7219360,7219524,+,pseudogene,,RNU1-8P,"RNA, U1 small nuclear 8, pseudogene",106481604
chr1,NC_000001.11,7364394,7370270,+,lncRNA,,CAMTA1-IT1,CAMTA1 intronic transcript 1,124900385
chr1,NC_000001.11,7382487,7389754,-,lncRNA,,CAMTA1-AS2,CAMTA1 antisense RNA 2,102725193
chr1,NC_000001.11,7440567,7441617,-,lncRNA,,CAMTA1-AS1,CAMTA1 antisense RNA 1,101928836
chr1,NC_000001.11,7503037,7508625,+,lncRNA,,LOC105376691,uncharacterized LOC105376691,105376691
chr1,NC_000001.11,7693124,7704562,-,lncRNA,,LOC105376689,translation initiation factor IF-2,105376689
chr1,NC_000001.11,7771296,7781432,+,protein_coding,,VAMP3,vesicle associated membrane protein 3,9341
chr1,NC_000001.11,7784291,7845177,+,protein_coding,,PER3,period circadian regulator 3,8863
chr1,NC_000001.11,7809137,7827118,-,lncRNA,,LOC124903833,uncharacterized LOC124903833,124903833
chr1,NC_000001.11,7847612,7913249,-,protein_coding,,UTS2,urotensin 2,10911
chr1,NC_000001.11,7915871,7940839,-,protein_coding,,TNFRSF9,TNF receptor superfamily member 9,3604
chr1,NC_000001.11,7930279,7930348,-,pseudogene,,TRUND-NNN4-1,tRNA-undetermined (NNN) 4-1,103482530
chr1,NC_000001.11,7961711,7985505,+,protein_coding,,PARK7,Parkinsonism associated deglycase,11315
chr1,NC_000001.11,7999127,8006733,+,lncRNA,,LOC124903834,uncharacterized LOC124903834,124903834
chr1,NC_000001.11,8011727,8026309,-,protein_coding,,ERRFI1,ERBB receptor feedback inhibitor 1,54206
chr1,NC_000001.11,8026493,8127070,+,lncRNA,,ERRFI1-DT,ERRFI1 divergent transcript,121832806
chr1,NC_000001.11,8057181,8058487,-,pseudogene,,RPL7AP18,ribosomal protein L7a pseudogene 18,390993
chr1,NC_000001.11,8129155,8147644,-,lncRNA,,LOC107984915,uncharacterized LOC107984915,107984915
chr1,NC_000001.11,8189826,8192773,+,pseudogene,,LOC100129776,eukaryotic translation initiation factor 2 subunit gamma pseudogene,100129776
chr1,NC_000001.11,8206434,8206597,-,pseudogene,,RNU1-7P,"RNA, U1 small nuclear 7, pseudogene",106481952
chr1,NC_000001.11,8208672,8215210,+,lncRNA,,LINC01714,long intergenic non-protein coding RNA 1714,102724539
chr1,NC_000001.11,8239958,8249007,+,lncRNA,,LOC105376695,uncharacterized LOC105376695,105376695
chr1,NC_000001.11,8259371,8296449,+,lncRNA,,LOC124903835,uncharacterized LOC124903835,124903835
chr1,NC_000001.11,8292157,8292263,-,pseudogene,,RNU6-991P,"RNA, U6 small nuclear 991, pseudogene",106480004
chr1,NC_000001.11,8318114,8344165,+,protein_coding,,SLC45A1,solute carrier family 45 member 1,50651
chr1,NC_000001.11,8352404,8817640,-,protein_coding,,RERE,arginine-glutamic acid dipeptide repeats,473
chr1,NC_000001.11,8424645,8435016,+,lncRNA,,RERE-AS1,RERE antisense RNA 1,102724552
chr1,NC_000001.11,8494800,8494913,-,snoRNA,,SNORD128,"small nucleolar RNA, C/D box 128",106632271
chr1,NC_000001.11,8511795,8511919,-,snoRNA,,LOC124900452,small nucleolar RNA SNORA77,124900452
chr1,NC_000001.11,8750410,8751091,+,pseudogene,,RPL7P11,ribosomal protein L7 pseudogene 11,100270823
chr1,NC_000001.11,8786129,8786951,-,pseudogene,,RPL7P7,ribosomal protein L7 pseudogene 7,644896
chr1,NC_000001.11,8798438,8799557,+,pseudogene,,RPL27P3,ribosomal protein L27 pseudogene,100128662
chr1,NC_000001.11,8831113,8831432,+,pseudogene,,RPL23AP19,ribosomal protein L23a pseudogene 19,100131143
chr1,NC_000001.11,8861000,8878686,-,protein_coding,,ENO1,enolase 1,2023
chr1,NC_000001.11,8866502,8866590,-,miRNA,,MIR6728,microRNA 6728,102465436
chr1,NC_000001.11,8878835,8879885,+,lncRNA,,ENO1-AS1,ENO1 antisense RNA 1,100505975
chr1,NC_000001.11,8883427,8883533,-,pseudogene,,RNU6-304P,"RNA, U6 small nuclear 304, pseudogene",106481275
chr1,NC_000001.11,8893411,8894603,+,pseudogene,,HMGN2P17,high mobility group nucleosomal binding domain 2 pseudogene 17,100113373
chr1,NC_000001.11,8905216,8926874,-,lncRNA,,LOC112268261,uncharacterized LOC112268261,112268261
chr1,NC_000001.11,8945868,8975092,+,protein_coding,,CA6,carbonic anhydrase 6,765
chr1,NC_000001.11,8979576,8979874,-,pseudogene,,RN7SL451P,"RNA, 7SL, cytoplasmic 451, pseudogene",106480377
chr1,NC_000001.11,8992534,9026423,-,protein_coding,,SLC2A7,solute carrier family 2 member 7,155184
chr1,NC_000001.11,9035106,9094195,-,protein_coding,,SLC2A5,solute carrier family 2 member 5,6518
chr1,NC_000001.11,9082696,9082879,+,ncRNA,,LOC124900441,small Cajal body-specific RNA 16,124900441
chr1,NC_000001.11,9100305,9129102,-,protein_coding,,GPR157,G protein-coupled receptor 157,80045
chr1,NC_000001.11,9148011,9182338,-,lncRNA,,MIR34AHG,MIR34A host gene,106614088
chr1,NC_000001.11,9151668,9151777,-,miRNA,,MIR34A,microRNA 34a,407040
chr1,NC_000001.11,9182204,9192086,+,lncRNA,,LNCTAM34A,long non coding transcriptional activator of miR34a,102724571
chr1,NC_000001.11,9234774,9271337,+,protein_coding,,H6PD,hexose-6-phosphate dehydrogenase/glucose 1-dehydrogenase,9563
chr1,NC_000001.11,9241963,9242718,-,lncRNA,,LOC124903836,uncharacterized LOC124903836,124903836
chr1,NC_000001.11,9292894,9369532,+,protein_coding,,SPSB1,splA/ryanodine receptor domain and SOCS box containing 1,80176
chr1,NC_000001.11,9425094,9428996,-,lncRNA,,LINC02606,long intergenic non-protein coding RNA 2606,100506022
chr1,NC_000001.11,9437669,9437778,-,pseudogene,,RNA5SP40,"RNA, 5S ribosomal pseudogene 40",100873279
chr1,NC_000001.11,9539465,9585173,+,protein_coding,,SLC25A33,solute carrier family 25 member 33,84275
chr1,NC_000001.11,9576405,9577081,+,pseudogene,,RPL9P11,ribosomal protein L9 pseudogene 11,642740
chr1,NC_000001.11,9588911,9614877,+,protein_coding,,TMEM201,transmembrane protein 201,199953
chr1,NC_000001.11,9614664,9622316,+,protein_coding,,LOC124903837,uncharacterized LOC124903837,124903837
chr1,NC_000001.11,9627258,9729114,+,protein_coding,,PIK3CD,"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit delta",5293
chr1,NC_000001.11,9628447,9629427,-,lncRNA,,LOC105376712,uncharacterized LOC105376712,105376712
chr1,NC_000001.11,9652610,9654586,-,lncRNA,,PIK3CD-AS1,PIK3CD antisense RNA 1,644997
chr1,NC_000001.11,9662288,9662628,-,pseudogene,,RPL26P7,ribosomal protein L26 pseudogene 7,100270883
chr1,NC_000001.11,9672426,9687574,-,lncRNA,,PIK3CD-AS2,PIK3CD antisense RNA 2,101929074
chr1,NC_000001.11,9718103,9718736,-,lncRNA,,LOC124903839,uncharacterized LOC124903839,124903839
chr1,NC_000001.11,9728926,9824526,-,protein_coding,,CLSTN1,calsyntenin 1,22883
chr1,NC_000001.11,9780822,9781440,+,pseudogene,,MZT1P1,mitotic spindle organizing protein 1 pseudogene 1,106480302
chr1,NC_000001.11,9848276,9910269,-,protein_coding,,CTNNBIP1,catenin beta interacting protein 1,56998
chr1,NC_000001.11,9850665,9855492,+,lncRNA,,LOC105376717,uncharacterized LOC105376717,105376717
chr1,NC_000001.11,9879947,9883698,-,lncRNA,,LOC124903838,uncharacterized LOC124903838,124903838
chr1,NC_000001.11,9922118,9943391,-,protein_coding,,LZIC,leucine zipper and CTNNBIP1 domain containing,84328
chr1,NC_000001.11,9942923,9996892,+,protein_coding,,NMNAT1,nicotinamide nucleotide adenylyltransferase 1,64802
chr1,NC_000001.11,9947318,9947562,+,pseudogene,,RN7SKP269,RN7SK pseudogene 269,106480915
chr1,NC_000001.11,9950572,9960787,-,transcribed_pseudogene,,TMEM274P,"transmembrane protein 274, pseudogene",113391335
chr1,NC_000001.11,9967381,9967458,+,miRNA,,MIR5697,microRNA 5697,100847055
chr1,NC_000001.11,9996719,9998089,-,protein_coding,,LOC124903840,basic salivary proline-rich protein 2-like,124903840
chr1,NC_000001.11,9997228,10016021,+,protein_coding,,RBP7,retinol binding protein 7,116362
chr1,NC_000001.11,10032958,10181239,+,protein_coding,,UBE4B,ubiquitination factor E4B,10277
chr1,NC_000001.11,10054412,10054781,-,pseudogene,,RPL21P21,ribosomal protein L21 pseudogene 21,100270877
chr1,NC_000001.11,10058673,10059654,+,pseudogene,,PGAM1P11,phosphoglycerate mutase 1 pseudogene 11,100420660
chr1,NC_000001.11,10163268,10163374,+,pseudogene,,RNU6-828P,"RNA, U6 small nuclear 828, pseudogene",106479932
chr1,NC_000001.11,10210570,10381603,+,protein_coding,,KIF1B,kinesin family member 1B,23095
chr1,NC_000001.11,10298966,10299070,+,pseudogene,,RNU6-37P,"RNA, U6 small nuclear 37, pseudogene",106478920
chr1,NC_000001.11,10306465,10306757,+,pseudogene,,RN7SL731P,"RNA, 7SL, cytoplasmic 731, pseudogene",107048981
chr1,NC_000001.11,10399064,10420511,+,protein_coding,,PGD,phosphogluconate dehydrogenase,5226
chr1,NC_000001.11,10430433,10452153,+,protein_coding,,CENPS-CORT,CENPS-CORT readthrough,100526739
chr1,NC_000001.11,10430433,10442808,+,protein_coding,,CENPS,centromere protein S,378708
chr1,NC_000001.11,10450031,10451998,+,protein_coding,,CORT,cortistatin,1325
chr1,NC_000001.11,10456522,10472529,-,protein_coding,,DFFA,DNA fragmentation factor subunit alpha,1676
chr1,NC_000001.11,10474950,10630758,+,protein_coding,,PEX14,peroxisomal biogenesis factor 14,5195
chr1,NC_000001.11,10616836,10617115,+,pseudogene,,RN7SL614P,"RNA, 7SL, cytoplasmic 614, pseudogene",106481089
chr1,NC_000001.11,10636604,10796646,-,protein_coding,,CASZ1,castor zinc finger 1,54897
chr1,NC_000001.11,10809160,10815658,-,lncRNA,,LOC105376733,uncharacterized LOC105376733,105376733
chr1,NC_000001.11,10895761,10895998,+,pseudogene,,HSPE1P24,heat shock protein family E (Hsp10) member 1 pseudogene 24,106480259
chr1,NC_000001.11,10912912,10918733,-,lncRNA,,LOC105376735,uncharacterized LOC105376735,105376735
chr1,NC_000001.11,10946475,10982076,-,protein_coding,,C1orf127,chromosome 1 open reading frame 127,148345
chr1,NC_000001.11,10989810,10991829,-,pseudogene,,CFL1P6,cofilin 1 pseudogene 6,390996
chr1,NC_000001.11,11012654,11030528,+,protein_coding,,TARDBP,TAR DNA binding protein,23435
chr1,NC_000001.11,11026523,11047239,-,protein_coding,,MASP2,MBL associated serine protease 2,10747
chr1,NC_000001.11,11054589,11060018,-,protein_coding,,SRM,spermidine synthase,6723
chr1,NC_000001.11,11066618,11099869,-,protein_coding,,EXOSC10,exosome component 10,5394
chr1,NC_000001.11,11099675,11102105,+,lncRNA,,EXOSC10-AS1,EXOSC10 antisense RNA 1,105376736
chr1,NC_000001.11,11106535,11262551,-,protein_coding,,MTOR,mechanistic target of rapamycin kinase,2475
chr1,NC_000001.11,11143898,11149538,+,lncRNA,,MTOR-AS1,MTOR antisense RNA 1,100873935
chr1,NC_000001.11,11152350,11152413,+,pseudogene,,RNU6-537P,"RNA, U6 small nuclear 537, pseudogene",106479804
chr1,NC_000001.11,11169507,11169613,-,snoRNA,,LOC124904848,small nucleolar RNA U13,124904848
chr1,NC_000001.11,11189355,11195981,+,protein_coding,,ANGPTL7,angiopoietin like 7,10218
chr1,NC_000001.11,11226254,11226360,+,pseudogene,,RNU6-291P,"RNA, U6 small nuclear 291, pseudogene",106479696
chr1,NC_000001.11,11232910,11233313,+,pseudogene,,RPL39P6,ribosomal protein L39 pseudogene 6,100270891
chr1,NC_000001.11,11273198,11299574,+,protein_coding,,UBIAD1,UbiA prenyltransferase domain containing 1,29914
chr1,NC_000001.11,11278414,11279275,-,pseudogene,,UBE2V2P3,ubiquitin conjugating enzyme E2 V2 pseudogene 3,100421341
chr1,NC_000001.11,11311876,11316302,-,lncRNA,,LOC105376737,uncharacterized LOC105376737,105376737
chr1,NC_000001.11,11357945,11365055,+,lncRNA,,LOC105376739,uncharacterized LOC105376739,105376739
chr1,NC_000001.11,11371689,11377536,+,lncRNA,,LOC105376740,uncharacterized LOC105376740,105376740
chr1,NC_000001.11,11394935,11398213,+,lncRNA,,LOC124903841,uncharacterized LOC124903841,124903841
chr1,NC_000001.11,11425257,11425821,-,pseudogene,,MTCYBP45,MT-CYB pseudogene 45,109729120
chr1,NC_000001.11,11479155,11537551,+,protein_coding,,DISP3,dispatched RND transporter family member 3,57540
chr1,NC_000001.11,11495948,11499474,-,lncRNA,,LOC124903842,uncharacterized LOC124903842,124903842
chr1,NC_000001.11,11609531,11613355,+,lncRNA,,LINC01647,long intergenic non-protein coding RNA 1647,101929181
chr1,NC_000001.11,11648387,11654429,-,protein_coding,,FBXO2,F-box protein 2,26232
chr1,NC_000001.11,11654407,11663327,+,protein_coding,,FBXO44,F-box protein 44,93611
chr1,NC_000001.11,11664200,11674354,+,protein_coding,,FBXO6,F-box protein 6,26270
chr1,NC_000001.11,11674480,11691830,-,protein_coding,,MAD2L2,mitotic arrest deficient 2 like 2,10459
chr1,NC_000001.11,11686635,11725857,+,protein_coding,,DRAXIN,dorsal inhibitory axon guidance protein,374946
chr1,NC_000001.11,11736136,11750769,+,protein_coding,,AGTRAP,angiotensin II receptor associated protein,57085
chr1,NC_000001.11,11761379,11762321,-,pseudogene,,LOC101060126,atrophin-1-like,101060126
chr1,NC_000001.11,11762193,11789585,+,protein_coding,,C1orf167,chromosome 1 open reading frame 167,284498
chr1,NC_000001.11,11777077,11779619,-,lncRNA,,C1orf167-AS1,C1orf167 antisense RNA 1,102724659
chr1,NC_000001.11,11785723,11805964,-,protein_coding,,MTHFR,methylenetetrahydrofolate reductase,4524
chr1,NC_000001.11,11806191,11843130,+,protein_coding,,CLCN6,chloride voltage-gated channel 6,1185
chr1,NC_000001.11,11840319,11847616,+,antisense_RNA,,NPPA-AS1,NPPA antisense RNA 1,100379251
chr1,NC_000001.11,11845709,11847783,-,protein_coding,,NPPA,natriuretic peptide A,4878
chr1,NC_000001.11,11857464,11858945,-,protein_coding,,NPPB,natriuretic peptide B,4879
chr1,NC_000001.11,11877769,11880758,+,pseudogene,,SBF1P2,SBF1 pseudogene 2,390997
chr1,NC_000001.11,11908154,11908272,+,snRNA,,RNU5E-1,"RNA, U5E small nuclear 1",26829
chr1,NC_000001.11,11909808,11909927,-,pseudogene,,RNU5E-4P,"RNA, U5E small nuclear 4, pseudogene",100873829
chr1,NC_000001.11,11911493,11913226,+,lncRNA,,LOC124903843,uncharacterized LOC124903843,124903843
chr1,NC_000001.11,11919591,11926427,-,protein_coding,,KIAA2013,KIAA2013,90231
chr1,NC_000001.11,11934717,11975537,+,protein_coding,,PLOD1,"procollagen-lysine,2-oxoglutarate 5-dioxygenase 1",5351
chr1,NC_000001.11,11980444,12013508,+,protein_coding,,MFN2,mitofusin 2,9927
chr1,NC_000001.11,12019498,12032045,+,protein_coding,,MIIP,migration and invasion inhibitory protein,60672
chr1,NC_000001.11,12029158,12029222,+,miRNA,,MIR6729,microRNA 6729,102466982
chr1,NC_000001.11,12036740,12037014,-,pseudogene,,RN7SL649P,"RNA, 7SL, cytoplasmic 649, pseudogene",106481100
chr1,NC_000001.11,12063303,12144207,+,protein_coding,,TNFRSF8,TNF receptor superfamily member 8,943
chr1,NC_000001.11,12077881,12077984,-,pseudogene,,RNU6-777P,"RNA, U6 small nuclear 777, pseudogene",106481426
chr1,NC_000001.11,12080250,12080546,-,pseudogene,,RPL23AP89,ribosomal protein L23a pseudogene 89,106480336
chr1,NC_000001.11,12166943,12167038,+,miRNA,,MIR7846,microRNA 7846,102465836
chr1,NC_000001.11,12166991,12209220,+,protein_coding,,TNFRSF1B,TNF receptor superfamily member 1B,7133
chr1,NC_000001.11,12176179,12180309,+,lncRNA,,LOC124903844,uncharacterized LOC124903844,124903844
chr1,NC_000001.11,12191713,12191773,+,miRNA,,MIR4632,microRNA 4632,100616438
chr1,NC_000001.11,12220727,12221109,-,pseudogene,,RPL10P17,ribosomal protein L10 pseudogene 17,390998
chr1,NC_000001.11,12221148,12221271,-,pseudogene,,LOC124900427,uncharacterized LOC124900427,124900427
chr1,NC_000001.11,12230030,12512047,+,protein_coding,,VPS13D,vacuolar protein sorting 13 homolog D,55187
chr1,NC_000001.11,12356724,12368869,-,lncRNA,,LOC124903845,uncharacterized LOC124903845,124903845
chr1,NC_000001.11,12409168,12409251,-,pseudogene,,LOC124904680,uncharacterized LOC124904680,124904680
chr1,NC_000001.11,12507246,12507397,+,snoRNA,,SNORA59A,"small nucleolar RNA, H/ACA box 59A",677885
chr1,NC_000001.11,12525553,12529092,+,lncRNA,,LINC02766,long intergenic non-protein coding RNA 2766,105376744
chr1,NC_000001.11,12567910,12618210,-,protein_coding,,DHRS3,dehydrogenase/reductase 3,9249
chr1,NC_000001.11,12569972,12570072,-,pseudogene,,RNU6ATAC18P,"RNA, U6atac small nuclear 18, pseudogene",106479551
chr1,NC_000001.11,12578957,12579023,-,miRNA,,MIR6730,microRNA 6730,102466722
chr1,NC_000001.11,12644085,12667076,+,protein_coding,,AADACL4,arylacetamide deacetylase like 4,343066
chr1,NC_000001.11,12702894,12707849,-,lncRNA,,LOC124903846,uncharacterized LOC124903846,124903846
chr1,NC_000001.11,12716110,12728760,+,protein_coding,,AADACL3,arylacetamide deacetylase like 3,126767
chr1,NC_000001.11,12739736,12739839,+,snoRNA,,LOC124904811,small nucleolar RNA U13,124904811
chr1,NC_000001.11,12746200,12763699,+,protein_coding,,CFAP107,cilia and flagella associated protein 107,93190
chr1,NC_000001.11,12773738,12777906,+,protein_coding,,PRAMEF12,PRAME family member 12,390999
chr1,NC_000001.11,12791397,12796628,+,protein_coding,,PRAMEF1,PRAME family member 1,65121
chr1,NC_000001.11,12822686,12823223,-,lncRNA,,LINC01784,long intergenic non-protein coding RNA 1784,105376745
chr1,NC_000001.11,12824605,12831410,-,protein_coding,,PRAMEF11,PRAME family member 11,440560
chr1,NC_000001.11,12838470,12841383,-,pseudogene,,PRAMEF30P,"PRAME family member 30, pseudogene",441870
chr1,NC_000001.11,12847377,12848720,-,protein_coding,,HNRNPCL1,heterogeneous nuclear ribonucleoprotein C like 1,343069
chr1,NC_000001.11,12857086,12861909,+,protein_coding,,PRAMEF2,PRAME family member 2,65122
chr1,NC_000001.11,12879212,12886201,-,protein_coding,,PRAMEF4,PRAME family member 4,400735
chr1,NC_000001.11,12892896,12898270,-,protein_coding,,PRAMEF10,PRAME family member 10,343071
chr1,NC_000001.11,12916610,12920751,+,protein_coding,,PRAMEF7,PRAME family member 7,441871
chr1,NC_000001.11,12922554,12922659,+,pseudogene,,RNU6-1072P,"RNA, U6 small nuclear 1072, pseudogene",106480037
chr1,NC_000001.11,12926162,12928882,+,pseudogene,,PRAMEF29P,"PRAME family member 29, pseudogene",729356
chr1,NC_000001.11,12938472,12947580,-,protein_coding,,PRAMEF6,PRAME family member 6,440561
chr1,NC_000001.11,13029364,13032130,+,pseudogene,,PRAMEF28P,"PRAME family member 28, pseudogene",102724742
chr1,NC_000001.11,13049476,13056575,-,protein_coding,,PRAMEF27,PRAME family member 27,101929983
chr1,NC_000001.11,13060769,13062878,+,protein_coding,,HNRNPCL3,heterogeneous nuclear ribonucleoprotein C like 3,649330
chr1,NC_000001.11,13070774,13077884,+,protein_coding,,PRAMEF25,PRAME family member 25,441873
chr1,NC_000001.11,13094515,13099717,-,transcribed_pseudogene,,PRAMEF34P,"PRAME family member 34, pseudogene",649324
chr1,NC_000001.11,13104375,13105689,-,pseudogene,,PRAMEF35P,"PRAME family member 35, pseudogene",100419649
chr1,NC_000001.11,13115488,13116854,-,protein_coding,,HNRNPCL2,heterogeneous nuclear ribonucleoprotein C like 2,440563
chr1,NC_000001.11,13127069,13132274,+,transcribed_pseudogene,,PRAMEF36P,"PRAME family member 36, pseudogene",645354
chr1,NC_000001.11,13148907,13156009,-,protein_coding,,PRAMEF26,PRAME family member 26,645359
chr1,NC_000001.11,13163914,13165631,-,protein_coding,,HNRNPCL4,heterogeneous nuclear ribonucleoprotein C like 4,101060301
chr1,NC_000001.11,13171848,13179459,+,protein_coding,,PRAMEF9,PRAME family member 9,343070
chr1,NC_000001.11,13196188,13201409,-,protein_coding,,PRAMEF13,PRAME family member 13,400736
chr1,NC_000001.11,13222695,13226154,-,protein_coding,,PRAMEF18,PRAME family member 18,391003
chr1,NC_000001.11,13245837,13248814,+,pseudogene,,PRAMEF31P,"PRAME family member 31, pseudogene",100129611
chr1,NC_000001.11,13254198,13263435,+,protein_coding,,PRAMEF5,PRAME family member 5,343068
chr1,NC_000001.11,13272907,13275627,-,pseudogene,,PRAMEF32P,"PRAME family member 32, pseudogene",650236
chr1,NC_000001.11,13279126,13279231,-,pseudogene,,RNU6-771P,"RNA, U6 small nuclear 771, pseudogene",106479907
chr1,NC_000001.11,13281304,13285137,-,protein_coding,,PRAMEF8,PRAME family member 8,391002
chr1,NC_000001.11,13303539,13308907,+,protein_coding,,PRAMEF33,PRAME family member 33,645382
chr1,NC_000001.11,13315581,13322598,+,protein_coding,,PRAMEF15,PRAME family member 15,653619
chr1,NC_000001.11,13341892,13347134,-,protein_coding,,PRAMEF14,PRAME family member 14,729528
chr1,NC_000001.11,13368431,13371947,-,protein_coding,,PRAMEF19,PRAME family member 19,645414
chr1,NC_000001.11,13389632,13392629,+,protein_coding,,PRAMEF17,PRAME family member 17,391004
chr1,NC_000001.11,13410450,13421328,+,protein_coding,,PRAMEF20,PRAME family member 20,645425
chr1,NC_000001.11,13474973,13514003,-,protein_coding,,LRRC38,leucine rich repeat containing 38,126755
